timestamp,power,appliance1,appliance2,appliance3,appliance5,appliance7
1649697515,401.93,0,401.93,0.0,0.0,0.0
1649697521,401.74,0,401.74,0.0,0.0,0.0
1649697526,403.26,0,403.26,0.0,0.0,0.0
1649697532,400.65,0,400.65,0.0,0.0,0.0
1649697537,400.85,0,400.85,0.0,0.0,0.0
1649697543,400.72,0,400.72,0.0,0.0,0.0
1649697548,400.24,0,400.24,0.0,0.0,0.0
1649697554,400.62,0,400.62,0.0,0.0,0.0
1649697559,400.26,0,400.26,0.0,0.0,0.0
1649697565,398.55,0,398.55,0.0,0.0,0.0
1649697570,400.40,0,400.4,0.0,0.0,0.0
1649697576,400.01,0,400.01,0.0,0.0,0.0
1649697581,401.22,0,401.22,0.0,0.0,0.0
1649697587,398.88,0,398.88,0.0,0.0,0.0
1649697592,399.29,0,399.29,0.0,0.0,0.0
1649697598,401.65,0,401.65,0.0,0.0,0.0
1649697603,397.55,0,397.55,0.0,0.0,0.0
1649697609,397.94,0,397.94,0.0,0.0,0.0
1649697614,399.35,0,399.35,0.0,0.0,0.0
1649697619,398.06,0,398.06,0.0,0.0,0.0
1649697625,400.19,0,400.19,0.0,0.0,0.0
1649697630,399.79,0,399.79,0.0,0.0,0.0
1649697636,399.32,0,399.32,0.0,0.0,0.0
1649697641,398.01,0,398.01,0.0,0.0,0.0
1649697648,398.88,0,398.88,0.0,0.0,0.0
1649697653,398.11,0,398.11,0.0,0.0,0.0
1649697659,399.78,0,399.78,0.0,0.0,0.0
1649697664,398.26,0,398.26,0.0,0.0,0.0
1649697670,399.61,0,399.61,0.0,0.0,0.0
1649697675,422.17,0,422.17,0.0,0.0,0.0
1649697681,432.76,0,432.76,0.0,0.0,0.0
1649697686,417.03,0,417.03,0.0,0.0,0.0
1649697692,406.30,0,406.3,0.0,0.0,0.0
1649697697,403.63,0,403.63,0.0,0.0,0.0
1649697703,400.83,0,400.83,0.0,0.0,0.0
1649697709,390.34,0,390.34,0.0,0.0,0.0
1649697714,407.72,0,407.72,0.0,0.0,0.0
1649697720,392.97,0,392.97,0.0,0.0,0.0
1649697725,389.32,0,389.32,0.0,0.0,0.0
1649697731,387.78,0,387.78,0.0,0.0,0.0
1649697736,389.66,0,389.66,0.0,0.0,0.0
1649697742,384.94,0,384.94,0.0,0.0,0.0
1649697748,384.65,0,384.65,0.0,0.0,0.0
1649697753,383.80,0,383.8,0.0,0.0,0.0
1649697759,386.70,0,386.7,0.0,0.0,0.0
1649697764,389.47,0,389.47,0.0,0.0,0.0
1649697770,392.42,0,392.42,0.0,0.0,0.0
1649697775,387.90,0,387.9,0.0,0.0,0.0
1649697780,383.91,0,383.91,0.0,0.0,0.0
1649697786,383.73,0,383.73,0.0,0.0,0.0
1649697791,386.48,0,386.48,0.0,0.0,0.0
1649697797,391.59,0,391.59,0.0,0.0,0.0
1649697803,387.90,0,387.9,0.0,0.0,0.0
1649697808,385.90,0,385.9,0.0,0.0,0.0
1649697814,404.32,0,404.32,0.0,0.0,0.0
1649697819,395.87,0,395.87,0.0,0.0,0.0
